@relation 'kredyty-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzły-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6'

@attribute rodzaj_źródła_dochodu numeric
@attribute miesięczny_dochód_netto numeric
@attribute które_rolowanie numeric
@attribute kwota_kredytu numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute płeć {Kobieta,Mężczyzna}
@attribute okres_pobierania_dochodu numeric
@attribute okres_będzie_pobierał_dochód numeric
@attribute status_pożyczki {dobry,zły}

@data
13,1370,1,900,'\'(55.2-67.6]\'',Kobieta,73,48,dobry
13,665.92,2,300,'\'(55.2-67.6]\'',Kobieta,122,48,zły
11,1226,0,300,'\'(-inf-30.4]\'',Mężczyzna,2,48,zły
13,1170,0,400,'\'(55.2-67.6]\'',Kobieta,75,48,dobry
11,1187.06,1,400,'\'(55.2-67.6]\'',Kobieta,130,48,dobry
17,990,2,400,'\'(42.8-55.2]\'',Kobieta,69,16,dobry
11,2080,2,500,'\'(42.8-55.2]\'',Mężczyzna,315,48,dobry
12,1700,2,400,'\'(42.8-55.2]\'',Kobieta,52,1,dobry
11,1373.34,0,200,'\'(-inf-30.4]\'',Kobieta,55,48,dobry
17,1200,2,200,'\'(-inf-30.4]\'',Kobieta,162,18,dobry
11,2400,1,600,'\'(30.4-42.8]\'',Kobieta,110,48,dobry
17,1485,1,500,'\'(55.2-67.6]\'',Mężczyzna,140,46,dobry
12,1136.86,0,200,'\'(-inf-30.4]\'',Mężczyzna,9,15,dobry
13,1362,2,500,'\'(55.2-67.6]\'',Kobieta,53,48,dobry
11,3250,1,500,'\'(42.8-55.2]\'',Mężczyzna,2,48,zły
16,1600,0,500,'\'(55.2-67.6]\'',Mężczyzna,9,48,dobry
16,730,0,300,'\'(42.8-55.2]\'',Mężczyzna,113,48,zły
11,2470,2,426.61,'\'(42.8-55.2]\'',Kobieta,351,48,dobry
12,1040,2,400,'\'(42.8-55.2]\'',Kobieta,15,4,zły
13,1015,2,400,'\'(55.2-67.6]\'',Kobieta,106,48,dobry
11,1557.5,0,700,'\'(30.4-42.8]\'',Kobieta,182,48,zły
13,1017,2,200,'\'(67.6-inf)\'',Kobieta,158,48,dobry
17,547.89,1,350,'\'(55.2-67.6]\'',Kobieta,53,5,dobry
11,1800,1,600,'\'(30.4-42.8]\'',Kobieta,49,48,dobry
11,2050,0,800,'\'(30.4-42.8]\'',Kobieta,26,48,dobry
13,910,2,200,'\'(55.2-67.6]\'',Kobieta,67,48,dobry
11,2284.23,0,200,'\'(42.8-55.2]\'',Mężczyzna,297,48,dobry
11,1577.42,2,400,'\'(42.8-55.2]\'',Kobieta,202,48,dobry
12,855,2,600,'\'(30.4-42.8]\'',Kobieta,41,19,zły
12,1540,1,600,'\'(30.4-42.8]\'',Kobieta,36,3,dobry
11,2050,2,575.74,'\'(30.4-42.8]\'',Mężczyzna,115,48,dobry
11,2368.57,0,400,'\'(42.8-55.2]\'',Kobieta,407,48,dobry
17,540.62,0,300,'\'(-inf-30.4]\'',Kobieta,28,20,zły
13,1875.17,0,1000,'\'(55.2-67.6]\'',Kobieta,96,48,zły
11,4900,0,500,'\'(42.8-55.2]\'',Kobieta,8,48,dobry
13,1457,1,300,'\'(67.6-inf)\'',Mężczyzna,76,48,dobry
13,1216,2,200,'\'(55.2-67.6]\'',Kobieta,138,48,dobry
13,1280,2,400,'\'(55.2-67.6]\'',Kobieta,14,48,dobry
99,490.99,0,400,'\'(30.4-42.8]\'',Kobieta,3,5,zły
11,1800,2,500,'\'(42.8-55.2]\'',Kobieta,50,48,dobry
13,1798.71,0,800,'\'(55.2-67.6]\'',Mężczyzna,132,48,zły
11,1110,0,600,'\'(-inf-30.4]\'',Mężczyzna,7,48,zły
13,930,2,670.73,'\'(55.2-67.6]\'',Kobieta,91,48,dobry
11,1500,1,500,'\'(30.4-42.8]\'',Mężczyzna,99,48,zły
11,1033,1,400,'\'(30.4-42.8]\'',Mężczyzna,33,48,zły
13,1160,1,500,'\'(55.2-67.6]\'',Kobieta,75,48,dobry
13,1244.77,2,300,'\'(55.2-67.6]\'',Kobieta,36,48,dobry
13,930,2,200,'\'(67.6-inf)\'',Kobieta,236,48,dobry
13,1200,2,500,'\'(67.6-inf)\'',Kobieta,116,48,dobry
13,2015.55,0,600,'\'(67.6-inf)\'',Mężczyzna,108,48,dobry
13,1085,2,400,'\'(55.2-67.6]\'',Kobieta,163,48,dobry
11,2700,2,500,'\'(-inf-30.4]\'',Mężczyzna,61,48,dobry
11,980.11,2,400,'\'(30.4-42.8]\'',Kobieta,42,48,dobry
12,1139.48,0,500,'\'(-inf-30.4]\'',Mężczyzna,3,17,zły
13,866.46,2,200,'\'(67.6-inf)\'',Kobieta,192,48,dobry
13,1872,2,700,'\'(55.2-67.6]\'',Kobieta,32,48,dobry
12,2673.17,2,600,'\'(42.8-55.2]\'',Mężczyzna,109,48,dobry
13,1400,1,400,'\'(55.2-67.6]\'',Kobieta,51,48,dobry
11,1700,1,500,'\'(30.4-42.8]\'',Kobieta,194,48,dobry
11,2700,1,400,'\'(30.4-42.8]\'',Mężczyzna,5,48,zły
16,1770,2,500,'\'(55.2-67.6]\'',Mężczyzna,86,48,dobry
98,4000,2,500.8,'\'(30.4-42.8]\'',Kobieta,16,48,dobry
11,2670,2,1000,'\'(55.2-67.6]\'',Kobieta,85,48,dobry
13,625.86,0,250,'\'(67.6-inf)\'',Mężczyzna,254,48,zły
17,728,2,200,'\'(-inf-30.4]\'',Mężczyzna,97,33,dobry
13,757.1,0,200,'\'(55.2-67.6]\'',Kobieta,195,48,zły
13,2113.24,1,200,'\'(55.2-67.6]\'',Kobieta,58,48,dobry
16,685,0,300,'\'(42.8-55.2]\'',Kobieta,38,48,dobry
11,1906.42,0,400,'\'(55.2-67.6]\'',Kobieta,209,48,dobry
13,1561.87,1,281.29,'\'(55.2-67.6]\'',Mężczyzna,194,48,zły
12,984.34,1,200,'\'(42.8-55.2]\'',Kobieta,15,5,dobry
13,907,0,200,'\'(67.6-inf)\'',Kobieta,231,48,dobry
11,1721.7,2,385.97,'\'(42.8-55.2]\'',Kobieta,117,48,dobry
16,726,2,300,'\'(55.2-67.6]\'',Mężczyzna,230,48,dobry
13,936,2,300,'\'(55.2-67.6]\'',Kobieta,28,48,dobry
13,1900,2,500,'\'(55.2-67.6]\'',Mężczyzna,147,48,dobry
13,1817.24,0,400,'\'(55.2-67.6]\'',Kobieta,15,48,dobry
98,520,0,200,'\'(30.4-42.8]\'',Kobieta,26,48,zły
16,1100,2,850,'\'(67.6-inf)\'',Mężczyzna,134,48,zły
11,1730.13,0,400,'\'(55.2-67.6]\'',Kobieta,190,48,dobry
11,2709.34,2,337.64,'\'(30.4-42.8]\'',Kobieta,178,48,dobry
13,1399.99,0,300,'\'(55.2-67.6]\'',Kobieta,12,48,dobry
12,1963.88,1,400,'\'(42.8-55.2]\'',Mężczyzna,3,2,dobry
13,1050,2,600,'\'(55.2-67.6]\'',Kobieta,136,48,dobry
17,926,2,520.7,'\'(-inf-30.4]\'',Mężczyzna,53,1,zły
17,926,2,356.68,'\'(-inf-30.4]\'',Mężczyzna,53,1,zły
11,1443,2,600,'\'(42.8-55.2]\'',Kobieta,31,48,dobry
13,1820,2,1000,'\'(55.2-67.6]\'',Kobieta,66,48,dobry
13,2100,2,1000,'\'(67.6-inf)\'',Kobieta,52,48,dobry
16,650.77,0,200,'\'(55.2-67.6]\'',Mężczyzna,45,48,dobry
13,784,1,300,'\'(55.2-67.6]\'',Kobieta,36,48,zły
11,1000,2,300,'\'(-inf-30.4]\'',Mężczyzna,54,48,dobry
13,1026,2,300,'\'(55.2-67.6]\'',Kobieta,52,48,dobry
11,1500,1,200,'\'(55.2-67.6]\'',Mężczyzna,392,48,dobry
13,1420,1,200,'\'(67.6-inf)\'',Mężczyzna,50,48,dobry
13,1217,0,400,'\'(55.2-67.6]\'',Mężczyzna,48,48,dobry
16,1362,2,400,'\'(42.8-55.2]\'',Kobieta,26,48,dobry
11,901,1,300,'\'(-inf-30.4]\'',Kobieta,37,48,dobry
13,3181,0,400,'\'(67.6-inf)\'',Mężczyzna,48,48,dobry
11,1750,0,600,'\'(30.4-42.8]\'',Mężczyzna,6,48,zły
13,1530,2,500,'\'(55.2-67.6]\'',Mężczyzna,32,48,dobry
12,980,2,200,'\'(30.4-42.8]\'',Kobieta,7,3,dobry
16,540.62,0,200,'\'(-inf-30.4]\'',Mężczyzna,62,48,zły
11,3217,0,300,'\'(42.8-55.2]\'',Mężczyzna,267,48,dobry
13,3040,2,700,'\'(55.2-67.6]\'',Mężczyzna,198,48,dobry
17,1100,0,200,'\'(55.2-67.6]\'',Kobieta,24,9,dobry
11,932.34,2,200,'\'(42.8-55.2]\'',Kobieta,392,48,dobry
11,1400,0,300,'\'(-inf-30.4]\'',Mężczyzna,22,48,dobry
13,1229.15,0,200,'\'(55.2-67.6]\'',Kobieta,84,48,zły
13,2000,2,450,'\'(67.6-inf)\'',Mężczyzna,42,48,dobry
11,1077,2,200,'\'(42.8-55.2]\'',Kobieta,180,48,dobry
13,865,2,300,'\'(67.6-inf)\'',Kobieta,125,48,dobry
11,983.97,0,200,'\'(55.2-67.6]\'',Kobieta,75,48,dobry
11,1344.9,1,300,'\'(42.8-55.2]\'',Kobieta,43,48,dobry
13,1107,0,400,'\'(55.2-67.6]\'',Kobieta,12,48,dobry
11,967.64,1,200,'\'(42.8-55.2]\'',Kobieta,316,48,dobry
11,2100,1,500,'\'(55.2-67.6]\'',Mężczyzna,184,48,dobry
13,722.05,1,200,'\'(67.6-inf)\'',Kobieta,194,48,dobry
98,911,2,300,'\'(42.8-55.2]\'',Kobieta,95,48,dobry
12,1300,1,300,'\'(-inf-30.4]\'',Kobieta,5,7,dobry
12,1500,1,300,'\'(-inf-30.4]\'',Kobieta,1,1,dobry
11,1400,2,300,'\'(42.8-55.2]\'',Kobieta,158,48,dobry
13,2547,0,600,'\'(67.6-inf)\'',Mężczyzna,192,48,dobry
16,1528,0,300,'\'(55.2-67.6]\'',Mężczyzna,372,48,dobry
11,992.84,2,300,'\'(42.8-55.2]\'',Kobieta,118,48,dobry
13,1400,2,600,'\'(55.2-67.6]\'',Kobieta,243,48,dobry
13,1294,0,250,'\'(67.6-inf)\'',Kobieta,120,48,dobry
99,1100,1,200,'\'(42.8-55.2]\'',Kobieta,49,0,dobry
13,2800,1,800,'\'(42.8-55.2]\'',Mężczyzna,147,48,dobry
13,1150,0,300,'\'(67.6-inf)\'',Mężczyzna,135,48,dobry
13,2040,1,300,'\'(55.2-67.6]\'',Mężczyzna,141,48,dobry
13,1125,0,400,'\'(55.2-67.6]\'',Kobieta,122,48,dobry
13,960,2,300,'\'(67.6-inf)\'',Mężczyzna,137,48,dobry
13,1374.08,0,300,'\'(55.2-67.6]\'',Mężczyzna,69,48,dobry
11,2837,0,662.69,'\'(-inf-30.4]\'',Mężczyzna,123,48,dobry
13,1175,0,400,'\'(55.2-67.6]\'',Kobieta,112,48,dobry
16,1072.89,2,300,'\'(42.8-55.2]\'',Kobieta,119,48,dobry
12,1042,1,300,'\'(42.8-55.2]\'',Mężczyzna,2,0,dobry
12,1382,1,200,'\'(30.4-42.8]\'',Kobieta,18,5,dobry
11,1037.34,2,200,'\'(30.4-42.8]\'',Kobieta,59,48,dobry
13,1239.98,0,200,'\'(67.6-inf)\'',Kobieta,252,48,dobry
98,2200,2,400,'\'(42.8-55.2]\'',Kobieta,22,48,dobry
13,1500,2,396.61,'\'(55.2-67.6]\'',Mężczyzna,20,48,dobry
11,2002,0,600,'\'(30.4-42.8]\'',Mężczyzna,61,48,zły
16,634.64,1,300,'\'(55.2-67.6]\'',Kobieta,133,48,dobry
13,1014,0,300,'\'(55.2-67.6]\'',Kobieta,180,48,dobry
11,1493.98,1,200,'\'(42.8-55.2]\'',Kobieta,358,48,dobry
12,1032,2,300,'\'(42.8-55.2]\'',Kobieta,35,5,dobry
17,646,0,380.59,'\'(30.4-42.8]\'',Kobieta,51,3,zły
11,2100,1,820.86,'\'(30.4-42.8]\'',Mężczyzna,281,48,dobry
13,782,0,356.29,'\'(55.2-67.6]\'',Kobieta,189,48,zły
13,580,2,800,'\'(55.2-67.6]\'',Kobieta,116,48,dobry
12,599.03,1,200,'\'(30.4-42.8]\'',Kobieta,16,2,dobry
13,634.64,0,400,'\'(55.2-67.6]\'',Kobieta,254,48,zły
13,889.38,0,400,'\'(55.2-67.6]\'',Mężczyzna,5,48,zły
12,5000,0,700,'\'(30.4-42.8]\'',Mężczyzna,3,3,zły
13,1000,1,300,'\'(67.6-inf)\'',Kobieta,61,48,dobry
13,720.08,0,450,'\'(67.6-inf)\'',Kobieta,239,48,zły
13,3440,2,800,'\'(42.8-55.2]\'',Kobieta,48,48,dobry
11,718.57,0,200,'\'(30.4-42.8]\'',Kobieta,78,48,zły
11,800.51,1,400,'\'(30.4-42.8]\'',Kobieta,17,48,dobry
11,1133.37,0,200,'\'(42.8-55.2]\'',Kobieta,389,48,zły
12,1520.01,0,500,'\'(30.4-42.8]\'',Kobieta,26,41,zły
11,2200,2,499.98,'\'(30.4-42.8]\'',Mężczyzna,82,48,dobry
11,2500,1,600,'\'(42.8-55.2]\'',Kobieta,230,48,dobry
12,1300,2,600,'\'(-inf-30.4]\'',Mężczyzna,24,17,dobry
17,798.8,2,300,'\'(42.8-55.2]\'',Mężczyzna,146,4,dobry
12,1038,0,500,'\'(42.8-55.2]\'',Mężczyzna,30,17,zły
16,799.4,0,300,'\'(55.2-67.6]\'',Kobieta,126,48,zły
16,1473.04,1,400,'\'(55.2-67.6]\'',Mężczyzna,162,48,dobry
12,670.8,0,300,'\'(42.8-55.2]\'',Mężczyzna,3,5,zły
11,1250,2,500,'\'(55.2-67.6]\'',Mężczyzna,62,48,dobry
13,750,0,300,'\'(55.2-67.6]\'',Kobieta,28,48,dobry
13,2110,2,300,'\'(55.2-67.6]\'',Mężczyzna,98,48,dobry
13,930,1,400,'\'(55.2-67.6]\'',Kobieta,29,48,zły
12,1000,2,231.22,'\'(42.8-55.2]\'',Mężczyzna,9,30,zły
13,1658,2,300,'\'(55.2-67.6]\'',Kobieta,26,48,dobry
16,749.28,2,200,'\'(42.8-55.2]\'',Kobieta,62,48,dobry
13,1016,0,250,'\'(67.6-inf)\'',Kobieta,186,48,dobry
11,3200,2,600,'\'(42.8-55.2]\'',Kobieta,51,48,dobry
11,3100,2,500,'\'(30.4-42.8]\'',Kobieta,118,48,dobry
11,2700,2,400,'\'(30.4-42.8]\'',Kobieta,118,48,dobry
11,2947,2,393.99,'\'(55.2-67.6]\'',Mężczyzna,50,48,dobry
12,1027.22,0,300,'\'(-inf-30.4]\'',Mężczyzna,1,2,zły
11,2100,2,300,'\'(30.4-42.8]\'',Mężczyzna,61,48,dobry
16,980,2,400,'\'(67.6-inf)\'',Kobieta,128,48,dobry
11,960,0,400,'\'(30.4-42.8]\'',Kobieta,4,48,zły
11,1400,1,412.72,'\'(30.4-42.8]\'',Kobieta,98,48,dobry
11,1900,2,694,'\'(30.4-42.8]\'',Kobieta,205,48,dobry
12,950,1,200,'\'(30.4-42.8]\'',Mężczyzna,4,11,zły
12,1000,2,328,'\'(55.2-67.6]\'',Mężczyzna,9,1,dobry
12,1000,2,328.32,'\'(42.8-55.2]\'',Kobieta,29,0,dobry
13,1900,2,500,'\'(55.2-67.6]\'',Kobieta,85,48,dobry
11,3335,2,600,'\'(55.2-67.6]\'',Mężczyzna,430,48,dobry
11,1087,1,377.69,'\'(30.4-42.8]\'',Kobieta,235,48,dobry
16,639.31,0,300,'\'(42.8-55.2]\'',Mężczyzna,246,48,zły
13,2066,2,700,'\'(55.2-67.6]\'',Kobieta,126,48,dobry
13,975,2,253.12,'\'(55.2-67.6]\'',Kobieta,24,48,dobry
11,2424.72,0,1000,'\'(30.4-42.8]\'',Mężczyzna,64,48,zły
11,2094.17,0,500,'\'(42.8-55.2]\'',Mężczyzna,238,48,zły
11,2575.31,0,1000,'\'(42.8-55.2]\'',Kobieta,190,48,zły
11,2250.05,0,500,'\'(55.2-67.6]\'',Mężczyzna,173,48,dobry
12,1100,2,300,'\'(55.2-67.6]\'',Mężczyzna,19,17,dobry
13,1977,0,700,'\'(55.2-67.6]\'',Kobieta,52,48,dobry
11,993.48,0,200,'\'(30.4-42.8]\'',Kobieta,163,48,zły
13,1134.96,2,200,'\'(67.6-inf)\'',Kobieta,159,48,dobry
13,1287.66,1,200,'\'(55.2-67.6]\'',Mężczyzna,94,48,dobry
13,1538,2,200,'\'(55.2-67.6]\'',Mężczyzna,99,48,dobry
13,1426,2,300,'\'(67.6-inf)\'',Mężczyzna,75,48,dobry
12,1200,0,200,'\'(55.2-67.6]\'',Mężczyzna,0,23,zły
98,980,1,300,'\'(55.2-67.6]\'',Kobieta,8,48,dobry
12,670,2,300,'\'(42.8-55.2]\'',Mężczyzna,7,4,dobry
98,3178,2,500,'\'(42.8-55.2]\'',Mężczyzna,199,48,dobry
13,1801.41,2,517.26,'\'(55.2-67.6]\'',Kobieta,36,48,dobry
11,2875.71,2,1100,'\'(30.4-42.8]\'',Mężczyzna,276,48,dobry
12,1030,0,300,'\'(30.4-42.8]\'',Kobieta,19,4,zły
13,1026,2,200,'\'(67.6-inf)\'',Kobieta,245,48,dobry
13,1185.33,2,200,'\'(67.6-inf)\'',Kobieta,222,48,dobry
11,2200,0,900,'\'(30.4-42.8]\'',Kobieta,35,48,dobry
13,957.2,1,200,'\'(67.6-inf)\'',Mężczyzna,195,48,dobry
13,815,1,336.83,'\'(55.2-67.6]\'',Kobieta,142,48,dobry
13,840,0,400,'\'(55.2-67.6]\'',Kobieta,111,48,dobry
13,933.05,0,300,'\'(55.2-67.6]\'',Kobieta,83,48,zły
16,1820,0,1000,'\'(55.2-67.6]\'',Kobieta,24,48,zły
98,1200,2,285.97,'\'(30.4-42.8]\'',Kobieta,44,48,dobry
12,1032.34,2,200,'\'(30.4-42.8]\'',Kobieta,3,8,dobry
11,1510.08,0,1000,'\'(-inf-30.4]\'',Mężczyzna,14,48,zły
12,1027,2,300,'\'(30.4-42.8]\'',Kobieta,7,48,dobry
11,1770,2,277.34,'\'(30.4-42.8]\'',Kobieta,85,48,dobry
13,3700,2,800,'\'(55.2-67.6]\'',Kobieta,25,48,dobry
11,1032,0,200,'\'(-inf-30.4]\'',Mężczyzna,25,48,zły
11,3500,2,400,'\'(30.4-42.8]\'',Mężczyzna,26,48,dobry
11,1400,2,200,'\'(42.8-55.2]\'',Kobieta,115,48,dobry
11,763,2,300,'\'(42.8-55.2]\'',Kobieta,91,48,dobry
13,1083.23,0,200,'\'(55.2-67.6]\'',Kobieta,95,48,dobry
13,1272,1,500,'\'(55.2-67.6]\'',Mężczyzna,14,48,dobry
99,685,2,250,'\'(55.2-67.6]\'',Mężczyzna,3,0,dobry
13,1519,0,200,'\'(67.6-inf)\'',Mężczyzna,252,48,dobry
13,803.86,2,200,'\'(67.6-inf)\'',Kobieta,156,48,dobry
12,1743,0,800,'\'(30.4-42.8]\'',Mężczyzna,11,5,zły
12,961,0,500,'\'(55.2-67.6]\'',Mężczyzna,76,4,zły
13,1193.65,1,400,'\'(55.2-67.6]\'',Mężczyzna,7,48,dobry
11,1566.82,0,200,'\'(42.8-55.2]\'',Mężczyzna,347,48,dobry
12,1032.34,0,500,'\'(-inf-30.4]\'',Mężczyzna,15,16,zły
13,1031,0,200,'\'(55.2-67.6]\'',Kobieta,119,48,dobry
13,1149.06,1,400,'\'(55.2-67.6]\'',Kobieta,159,48,dobry
13,1412,2,400,'\'(67.6-inf)\'',Kobieta,202,48,dobry
13,1591,2,381.29,'\'(55.2-67.6]\'',Mężczyzna,74,48,dobry
16,755.1,1,200,'\'(55.2-67.6]\'',Kobieta,132,48,dobry
11,2065.98,2,327,'\'(42.8-55.2]\'',Kobieta,177,48,dobry
12,1400,1,300,'\'(-inf-30.4]\'',Mężczyzna,7,16,dobry
12,1500,0,800,'\'(30.4-42.8]\'',Mężczyzna,31,4,dobry
13,860,2,789.27,'\'(55.2-67.6]\'',Kobieta,78,48,dobry
11,1079,0,300,'\'(42.8-55.2]\'',Kobieta,175,48,zły
11,2800,2,400,'\'(42.8-55.2]\'',Kobieta,58,48,dobry
13,1167.94,0,200,'\'(67.6-inf)\'',Kobieta,367,48,dobry
13,2802,2,700,'\'(67.6-inf)\'',Mężczyzna,245,48,dobry
16,1045,1,200,'\'(42.8-55.2]\'',Mężczyzna,197,48,dobry
17,1485,2,500,'\'(55.2-67.6]\'',Mężczyzna,141,45,zły
12,1035,0,200,'\'(-inf-30.4]\'',Mężczyzna,2,0,zły
11,1300,2,300,'\'(30.4-42.8]\'',Mężczyzna,43,48,dobry
12,1792,0,800,'\'(42.8-55.2]\'',Kobieta,156,1,zły
13,1162,2,200,'\'(55.2-67.6]\'',Mężczyzna,219,48,dobry
13,1094,1,300,'\'(55.2-67.6]\'',Kobieta,182,48,dobry
13,1635,2,200,'\'(55.2-67.6]\'',Kobieta,118,48,dobry
98,30000,0,1000,'\'(30.4-42.8]\'',Mężczyzna,73,48,zły
11,1033.52,0,300,'\'(30.4-42.8]\'',Kobieta,75,48,zły
13,917,0,300,'\'(55.2-67.6]\'',Kobieta,74,48,dobry
13,2120,2,600,'\'(67.6-inf)\'',Kobieta,117,48,dobry
13,985.9,0,200,'\'(55.2-67.6]\'',Kobieta,88,48,dobry
16,1313.41,2,400,'\'(55.2-67.6]\'',Mężczyzna,26,48,dobry
13,1233,1,400,'\'(55.2-67.6]\'',Kobieta,121,48,dobry
13,1611,0,300,'\'(55.2-67.6]\'',Mężczyzna,139,48,dobry
13,819,0,200,'\'(55.2-67.6]\'',Mężczyzna,55,48,dobry
13,714,3,500,'\'(55.2-67.6]\'',Kobieta,220,48,dobry
11,3000,2,500,'\'(42.8-55.2]\'',Kobieta,91,48,dobry
13,919,2,470.41,'\'(55.2-67.6]\'',Kobieta,139,48,zły
98,5000,1,600,'\'(30.4-42.8]\'',Kobieta,82,48,dobry
12,700,2,250,'\'(30.4-42.8]\'',Mężczyzna,7,16,dobry
13,951,2,500,'\'(67.6-inf)\'',Kobieta,160,48,dobry
13,1013.74,2,400,'\'(55.2-67.6]\'',Kobieta,111,48,dobry
11,1500,1,400,'\'(55.2-67.6]\'',Kobieta,83,48,dobry
13,1145.25,0,200,'\'(55.2-67.6]\'',Kobieta,21,48,zły
11,1200,2,300,'\'(30.4-42.8]\'',Kobieta,188,48,zły
13,1525.46,2,521.49,'\'(55.2-67.6]\'',Kobieta,34,48,dobry
13,5100,2,700,'\'(55.2-67.6]\'',Kobieta,26,48,dobry
11,2327.94,0,200,'\'(-inf-30.4]\'',Mężczyzna,33,48,dobry
12,1030,2,241.15,'\'(42.8-55.2]\'',Mężczyzna,7,17,dobry
11,2000,0,600,'\'(42.8-55.2]\'',Mężczyzna,49,48,dobry
16,2300,3,900,'\'(42.8-55.2]\'',Kobieta,61,48,dobry
11,1796,0,400,'\'(42.8-55.2]\'',Kobieta,311,48,zły
12,660,2,400,'\'(30.4-42.8]\'',Kobieta,10,28,dobry
12,1009.34,1,300,'\'(42.8-55.2]\'',Kobieta,27,40,dobry
12,1030,2,200,'\'(42.8-55.2]\'',Mężczyzna,7,48,dobry
12,1600,0,400,'\'(55.2-67.6]\'',Mężczyzna,33,27,dobry
13,1425,0,400,'\'(55.2-67.6]\'',Kobieta,77,48,dobry
12,1350,2,281.29,'\'(42.8-55.2]\'',Kobieta,20,4,dobry
12,1000,3,200,'\'(-inf-30.4]\'',Mężczyzna,10,15,dobry
12,1675,2,600,'\'(42.8-55.2]\'',Kobieta,7,4,dobry
13,717.96,0,500,'\'(55.2-67.6]\'',Kobieta,79,48,zły
12,1800,2,700,'\'(-inf-30.4]\'',Mężczyzna,9,0,dobry
12,1227,0,300,'\'(-inf-30.4]\'',Mężczyzna,1,11,zły
13,856,2,200,'\'(55.2-67.6]\'',Kobieta,55,48,dobry
11,2700,1,300,'\'(30.4-42.8]\'',Mężczyzna,7,48,dobry
13,1300,1,300,'\'(55.2-67.6]\'',Mężczyzna,76,48,zły
13,1684,2,400,'\'(55.2-67.6]\'',Kobieta,18,48,dobry
11,1800,0,200,'\'(55.2-67.6]\'',Mężczyzna,159,48,dobry
12,1600,2,498.47,'\'(30.4-42.8]\'',Kobieta,12,0,dobry
13,616,2,200,'\'(67.6-inf)\'',Kobieta,244,48,dobry
12,900,0,300,'\'(55.2-67.6]\'',Mężczyzna,6,1,zły
13,984,1,200,'\'(55.2-67.6]\'',Kobieta,9,48,dobry
13,1650,0,700,'\'(55.2-67.6]\'',Kobieta,127,48,zły
11,1000,2,275.97,'\'(30.4-42.8]\'',Kobieta,59,48,dobry
11,2324,0,400,'\'(42.8-55.2]\'',Mężczyzna,43,48,zły
12,1574.45,1,445.67,'\'(42.8-55.2]\'',Mężczyzna,29,6,dobry
11,1700,2,300,'\'(42.8-55.2]\'',Mężczyzna,37,48,dobry
12,830.46,1,600,'\'(42.8-55.2]\'',Kobieta,43,28,dobry
16,634,1,200,'\'(55.2-67.6]\'',Kobieta,49,48,dobry
13,1160,0,200,'\'(67.6-inf)\'',Kobieta,209,48,dobry
13,1500,2,200,'\'(55.2-67.6]\'',Kobieta,44,48,dobry
16,633.56,2,250,'\'(55.2-67.6]\'',Mężczyzna,109,48,zły
13,910.33,2,200,'\'(67.6-inf)\'',Mężczyzna,161,48,dobry
11,2139,0,500,'\'(42.8-55.2]\'',Kobieta,84,48,zły
11,1433,0,400,'\'(30.4-42.8]\'',Kobieta,158,48,zły
12,2000,2,227.13,'\'(42.8-55.2]\'',Kobieta,7,19,dobry
16,703,2,200,'\'(55.2-67.6]\'',Kobieta,24,48,dobry
17,684,2,900,'\'(55.2-67.6]\'',Kobieta,188,21,dobry
12,1200,0,300,'\'(-inf-30.4]\'',Mężczyzna,3,20,zły
99,761,0,400,'\'(30.4-42.8]\'',Mężczyzna,0,12,zły
13,640,0,500,'\'(67.6-inf)\'',Kobieta,137,48,dobry
13,3519,0,1000,'\'(55.2-67.6]\'',Mężczyzna,108,48,zły
13,965,2,200,'\'(67.6-inf)\'',Kobieta,243,48,dobry
11,2353,2,1569.98,'\'(42.8-55.2]\'',Mężczyzna,97,48,dobry
13,802.83,2,200,'\'(55.2-67.6]\'',Kobieta,199,48,dobry
13,1137.19,2,400,'\'(55.2-67.6]\'',Kobieta,94,48,dobry
11,1000,2,800,'\'(55.2-67.6]\'',Mężczyzna,61,48,dobry
13,2421.55,2,1000,'\'(67.6-inf)\'',Kobieta,243,48,dobry
13,3600,1,1000,'\'(55.2-67.6]\'',Mężczyzna,84,48,dobry
13,1601.87,1,350,'\'(55.2-67.6]\'',Mężczyzna,43,48,dobry
13,1239,2,300,'\'(67.6-inf)\'',Kobieta,268,48,dobry
11,2215,0,900,'\'(30.4-42.8]\'',Mężczyzna,204,48,zły
13,1100,1,200,'\'(55.2-67.6]\'',Kobieta,41,48,dobry
11,950,0,500,'\'(30.4-42.8]\'',Kobieta,178,48,zły
11,1261.98,2,400,'\'(30.4-42.8]\'',Mężczyzna,34,48,dobry
16,1138.01,0,300,'\'(67.6-inf)\'',Kobieta,5,48,zły
16,837,1,350,'\'(55.2-67.6]\'',Mężczyzna,229,48,dobry
12,990.34,1,200,'\'(42.8-55.2]\'',Kobieta,54,18,dobry
13,930,3,800,'\'(55.2-67.6]\'',Kobieta,129,48,dobry
