@relation kredyty

@attribute status_pożyczki {splacona,splacona_cz,windykacja,windykacja_sp,odmowa}
@attribute rodzaj_źródła_dochodu numeric
@attribute miesięczny_dochód_netto numeric
@attribute które_rolowanie numeric
@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute płeć {Kobieta,Mężczyzna}
@attribute okres_pobierania_dochodu numeric
@attribute okres_będzie_pobierał_dochód numeric
@attribute opóźnienie_spłaty numeric

@data
splacona_cz,12,670,2,300,45,Mężczyzna,7,4,0
splacona_cz,98,3178,2,500,43,Mężczyzna,199,48,2
splacona,13,1801.41,2,517.26,58,Kobieta,36,48,10
splacona_cz,11,2875.71,2,1100,42,Mężczyzna,276,48,6
odmowa,12,1030,0,300,39,Kobieta,19,4,0
splacona_cz,13,1026,2,200,74,Kobieta,245,48,1
splacona_cz,13,1185.33,2,200,71,Kobieta,222,48,0
splacona,11,2200,0,900,33,Kobieta,35,48,0
splacona,13,957.2,1,200,74,Mężczyzna,195,48,264
splacona,13,815,1,336.83,67,Kobieta,142,48,0
splacona_cz,13,840,0,400,64,Kobieta,111,48,0
odmowa,13,933.05,0,300,63,Kobieta,83,48,0
odmowa,16,1820,0,1000,59,Kobieta,24,48,0
splacona_cz,98,1200,2,285.97,38,Kobieta,44,48,2
splacona_cz,12,1032.34,2,200,31,Kobieta,3,8,0
odmowa,11,1510.08,0,1000,30,Mężczyzna,14,48,0
splacona_cz,12,1027,2,300,39,Kobieta,7,48,5
splacona_cz,11,1770,2,277.34,39,Kobieta,85,48,1
splacona_cz,13,3700,2,800,62,Kobieta,25,48,0
odmowa,11,1032,0,200,24,Mężczyzna,25,48,0
splacona,11,3500,2,400,42,Mężczyzna,26,48,139
splacona_cz,11,1400,2,200,54,Kobieta,115,48,1
splacona_cz,11,763,2,300,46,Kobieta,91,48,1
splacona_cz,13,1083.23,0,200,58,Kobieta,95,48,1
splacona,13,1272,1,500,62,Mężczyzna,14,48,270
splacona_cz,99,685,2,250,62,Mężczyzna,3,0,4
splacona,13,1519,0,200,78,Mężczyzna,252,48,0
splacona_cz,13,803.86,2,200,68,Kobieta,156,48,1
odmowa,12,1743,0,800,31,Mężczyzna,11,5,0
odmowa,12,961,0,500,63,Mężczyzna,76,4,0
splacona_cz,13,1193.65,1,400,63,Mężczyzna,7,48,1
splacona,11,1566.82,0,200,46,Mężczyzna,347,48,0
odmowa,12,1032.34,0,500,25,Mężczyzna,15,16,0
splacona_cz,13,1031,0,200,66,Kobieta,119,48,0
splacona,13,1149.06,1,400,60,Kobieta,159,48,47
splacona,13,1412,2,400,73,Kobieta,202,48,19
splacona,13,1591,2,381.29,66,Mężczyzna,74,48,12
splacona,16,755.1,1,200,64,Kobieta,132,48,12
splacona_cz,11,2065.98,2,327,52,Kobieta,177,48,7
splacona,12,1400,1,300,28,Mężczyzna,7,16,5
splacona,12,1500,0,800,35,Mężczyzna,31,4,0
splacona,13,860,2,789.27,63,Kobieta,78,48,11
odmowa,11,1079,0,300,52,Kobieta,175,48,0
splacona_cz,11,2800,2,400,54,Kobieta,58,48,3
splacona,13,1167.94,0,200,79,Kobieta,367,48,0
splacona,13,2802,2,700,72,Mężczyzna,245,48,307
splacona_cz,16,1045,1,200,50,Mężczyzna,197,48,0
windykacja,17,1485,2,500,58,Mężczyzna,141,45,0
odmowa,12,1035,0,200,24,Mężczyzna,2,0,0
splacona_cz,11,1300,2,300,39,Mężczyzna,43,48,0
odmowa,12,1792,0,800,43,Kobieta,156,1,0
splacona_cz,13,1162,2,200,62,Mężczyzna,219,48,2
splacona,13,1094,1,300,67,Kobieta,182,48,4
splacona_cz,13,1635,2,200,60,Kobieta,118,48,0
odmowa,98,30000,0,1000,41,Mężczyzna,73,48,0
odmowa,11,1033.52,0,300,39,Kobieta,75,48,0
splacona_cz,13,917,0,300,63,Kobieta,74,48,0
splacona_cz,13,2120,2,600,68,Kobieta,117,48,3
splacona,13,985.9,0,200,62,Kobieta,88,48,292
splacona_cz,16,1313.41,2,400,62,Mężczyzna,26,48,0
splacona_cz,13,1233,1,400,63,Kobieta,121,48,0
splacona_cz,13,1611,0,300,65,Mężczyzna,139,48,3
splacona_cz,13,819,0,200,57,Mężczyzna,55,48,0
splacona_cz,13,714,3,500,62,Kobieta,220,48,1
splacona_cz,11,3000,2,500,45,Kobieta,91,48,0
windykacja_sp,13,919,2,470.41,66,Kobieta,139,48,430
splacona_cz,98,5000,1,600,41,Kobieta,82,48,7
splacona_cz,12,700,2,250,40,Mężczyzna,7,16,8
splacona_cz,13,951,2,500,73,Kobieta,160,48,1
splacona_cz,13,1013.74,2,400,65,Kobieta,111,48,1
splacona_cz,11,1500,1,400,58,Kobieta,83,48,1
odmowa,13,1145.25,0,200,58,Kobieta,21,48,0
windykacja,11,1200,2,300,38,Kobieta,188,48,0
splacona_cz,13,1525.46,2,521.49,62,Kobieta,34,48,0
splacona_cz,13,5100,2,700,61,Kobieta,26,48,0
splacona,11,2327.94,0,200,24,Mężczyzna,33,48,0
splacona_cz,12,1030,2,241.15,54,Mężczyzna,7,17,5
splacona,11,2000,0,600,46,Mężczyzna,49,48,0
splacona_cz,16,2300,3,900,55,Kobieta,61,48,0
odmowa,11,1796,0,400,48,Kobieta,311,48,0
splacona_cz,12,660,2,400,40,Kobieta,10,28,3
splacona_cz,12,1009.34,1,300,55,Kobieta,27,40,2
splacona,12,1030,2,200,51,Mężczyzna,7,48,11
splacona,12,1600,0,400,56,Mężczyzna,33,27,0
splacona_cz,13,1425,0,400,60,Kobieta,77,48,1
splacona_cz,12,1350,2,281.29,55,Kobieta,20,4,1
splacona_cz,12,1000,3,200,24,Mężczyzna,10,15,8
splacona_cz,12,1675,2,600,54,Kobieta,7,4,2
odmowa,13,717.96,0,500,66,Kobieta,79,48,0
splacona_cz,12,1800,2,700,28,Mężczyzna,9,0,0
odmowa,12,1227,0,300,20,Mężczyzna,1,11,0
splacona,13,856,2,200,64,Kobieta,55,48,1
splacona,11,2700,1,300,39,Mężczyzna,7,48,0
windykacja_sp,13,1300,1,300,66,Mężczyzna,76,48,345
splacona_cz,13,1684,2,400,61,Kobieta,18,48,1
splacona,11,1800,0,200,57,Mężczyzna,159,48,0
splacona_cz,12,1600,2,498.47,31,Kobieta,12,0,1
splacona_cz,13,616,2,200,75,Kobieta,244,48,1
odmowa,12,900,0,300,67,Mężczyzna,6,1,0
splacona_cz,13,984,1,200,61,Kobieta,9,48,0
odmowa,13,1650,0,700,65,Kobieta,127,48,0
splacona_cz,11,1000,2,275.97,41,Kobieta,59,48,8
odmowa,11,2324,0,400,46,Mężczyzna,43,48,0
splacona_cz,12,1574.45,1,445.67,47,Mężczyzna,29,6,1
splacona_cz,11,1700,2,300,54,Mężczyzna,37,48,4
splacona_cz,12,830.46,1,600,47,Kobieta,43,28,1
splacona_cz,16,634,1,200,58,Kobieta,49,48,0
splacona,13,1160,0,200,75,Kobieta,209,48,0
splacona_cz,13,1500,2,200,58,Kobieta,44,48,0
windykacja,16,633.56,2,250,64,Mężczyzna,109,48,0
splacona_cz,13,910.33,2,200,73,Mężczyzna,161,48,8
odmowa,11,2139,0,500,49,Kobieta,84,48,0
odmowa,11,1433,0,400,41,Kobieta,158,48,0
splacona,12,2000,2,227.13,53,Kobieta,7,19,2
splacona_cz,16,703,2,200,57,Kobieta,24,48,1
splacona_cz,17,684,2,900,58,Kobieta,188,21,1
odmowa,12,1200,0,300,22,Mężczyzna,3,20,0
odmowa,99,761,0,400,37,Mężczyzna,0,12,0
splacona,13,640,0,500,72,Kobieta,137,48,1
odmowa,13,3519,0,1000,60,Mężczyzna,108,48,0
splacona_cz,13,965,2,200,75,Kobieta,243,48,1
splacona_cz,11,2353,2,1569.98,48,Mężczyzna,97,48,8
splacona_cz,13,802.83,2,200,65,Kobieta,199,48,4
splacona_cz,13,1137.19,2,400,66,Kobieta,94,48,0
splacona_cz,11,1000,2,800,60,Mężczyzna,61,48,3
splacona,13,2421.55,2,1000,80,Kobieta,243,48,13
splacona_cz,13,3600,1,1000,57,Mężczyzna,84,48,1
splacona,13,1601.87,1,350,64,Mężczyzna,43,48,10
splacona_cz,13,1239,2,300,77,Kobieta,268,48,1
odmowa,11,2215,0,900,39,Mężczyzna,204,48,0
splacona,13,1100,1,200,59,Kobieta,41,48,0
odmowa,11,950,0,500,40,Kobieta,178,48,0
splacona_cz,11,1261.98,2,400,40,Mężczyzna,34,48,0
windykacja,16,1138.01,0,300,73,Kobieta,5,48,0
splacona_cz,16,837,1,350,61,Mężczyzna,229,48,0
splacona_cz,12,990.34,1,200,46,Kobieta,54,18,0
splacona_cz,13,930,3,800,65,Kobieta,129,48,0
splacona_cz,11,3170,2,400,47,Kobieta,283,48,0
splacona_cz,12,600,3,400,47,Mężczyzna,7,20,1
splacona_cz,11,1459,0,300,26,Mężczyzna,7,48,5
splacona_cz,13,1130,2,300,62,Kobieta,101,48,3
windykacja_sp,16,906.07,0,200,52,Kobieta,10,48,263
splacona_cz,12,1400,1,300,25,Mężczyzna,10,22,1
splacona_cz,11,2100,1,300,45,Mężczyzna,48,48,1
splacona_cz,13,1428.55,2,235.97,66,Kobieta,135,48,0
splacona,16,655,2,500,53,Kobieta,29,48,152
splacona_cz,11,1800,2,300,33,Mężczyzna,163,48,1
splacona_cz,13,1474.55,1,400,62,Kobieta,63,48,0
splacona_cz,11,1617.68,1,200,52,Kobieta,83,48,5
windykacja,13,1768.93,2,500,63,Mężczyzna,267,48,0
splacona_cz,11,1400,2,200,49,Mężczyzna,12,48,1
splacona_cz,11,5800,2,900,47,Kobieta,52,48,0
odmowa,12,1440,0,200,43,Mężczyzna,3,8,0
splacona_cz,13,1189,2,265.58,62,Kobieta,68,48,0
splacona_cz,11,1172.2,2,400,56,Kobieta,35,48,2
splacona,16,1340,2,500,63,Kobieta,159,48,6
splacona,13,1672.59,1,200,62,Mężczyzna,20,48,0
splacona_cz,17,1031,1,350,53,Kobieta,49,11,6
splacona_cz,13,1000,2,500,60,Kobieta,66,48,2
odmowa,16,931.37,0,200,67,Kobieta,210,48,0
splacona_cz,13,1817.24,1,400,57,Kobieta,16,48,0
splacona,11,1510,2,900,58,Mężczyzna,164,48,151
odmowa,12,1000,0,1000,45,Kobieta,52,20,0
odmowa,12,1033,0,500,34,Kobieta,1,0,0
odmowa,12,1200,0,250,32,Kobieta,3,6,0
splacona_cz,13,997,2,300,61,Kobieta,77,48,0
splacona_cz,13,1212,2,500,60,Kobieta,52,48,0
splacona_cz,11,1680,2,300,57,Kobieta,383,48,2
splacona_cz,13,720.19,0,200,67,Kobieta,91,48,0
splacona,11,1638,0,1283.66,52,Kobieta,312,48,17
splacona_cz,11,1700,2,600,47,Kobieta,87,48,2
splacona,13,1442.43,3,200,79,Kobieta,139,48,0
splacona,11,1400,2,600,58,Kobieta,161,48,188
splacona_cz,11,2800,2,600,49,Kobieta,317,48,3
splacona_cz,13,3541.9,0,369.53,72,Kobieta,125,48,2
splacona,11,2100,1,500,27,Kobieta,21,48,0
splacona_cz,11,1290,2,600,32,Kobieta,17,48,2
splacona,12,1884.29,0,300,39,Mężczyzna,18,5,0
splacona_cz,13,730,1,200,72,Kobieta,559,48,0
odmowa,11,1542.33,0,500,43,Kobieta,276,48,0
splacona_cz,11,2284.23,0,400,43,Mężczyzna,298,48,0
splacona_cz,16,959.6,2,200,69,Kobieta,113,48,0
splacona_cz,99,1393.85,1,200,29,Mężczyzna,3,0,1
splacona_cz,13,2010,1,717.26,64,Mężczyzna,136,48,1
splacona_cz,13,12220,1,200,57,Mężczyzna,69,48,1
odmowa,11,2700,0,1000,43,Mężczyzna,144,48,0
splacona_cz,16,892,1,500,65,Kobieta,199,48,0
splacona,11,1360,3,200,46,Mężczyzna,118,48,0
splacona_cz,12,1050,1,295.97,52,Kobieta,32,4,0
splacona_cz,12,1200,2,300,35,Kobieta,7,7,0
splacona,13,1210,1,300,65,Kobieta,136,48,26
splacona_cz,11,3200,2,700,52,Mężczyzna,187,48,0
splacona_cz,16,1045.6,3,450,54,Kobieta,10,48,0
splacona_cz,13,1350,1,300,65,Kobieta,109,48,3
windykacja,11,1800,2,600,48,Mężczyzna,124,48,0
odmowa,12,1200,0,300,35,Kobieta,0,24,0
splacona,11,2249.14,2,500,57,Kobieta,239,48,18
splacona,13,785,2,200,72,Kobieta,62,48,0
splacona_cz,13,1688.82,1,300,46,Mężczyzna,97,48,2
splacona,11,1400,0,300,23,Mężczyzna,23,48,0
splacona_cz,11,4000,3,400,53,Mężczyzna,8,48,1
splacona,12,1037.34,1,300,30,Mężczyzna,18,6,0
splacona_cz,99,750,2,300,19,Mężczyzna,2,3,0
splacona_cz,13,611,1,300,57,Kobieta,137,48,1
splacona_cz,13,2098,2,700,75,Mężczyzna,195,48,0
odmowa,11,1585,0,500,22,Mężczyzna,2,48,0
splacona_cz,13,1700,2,500,72,Mężczyzna,12,48,2
windykacja,13,940,2,300,69,Mężczyzna,51,48,0
splacona_cz,11,1700,2,500,51,Kobieta,304,48,4
odmowa,12,1600,0,800,30,Kobieta,72,41,0
splacona_cz,11,1842.86,1,400,56,Mężczyzna,6,48,0
splacona_cz,13,3900,3,300,49,Mężczyzna,28,48,0
odmowa,16,461.6,0,200,58,Mężczyzna,378,48,0
splacona_cz,11,2470,3,426.61,49,Kobieta,352,48,0
splacona_cz,11,1320,2,500,53,Mężczyzna,340,48,0
splacona_cz,11,1239.05,0,400,39,Kobieta,202,48,7
splacona,13,1261.6,2,400,64,Mężczyzna,51,48,368
splacona,12,3000,0,700,37,Mężczyzna,6,4,34
splacona,13,1240,3,300,58,Kobieta,68,48,0
splacona_cz,13,936,0,500,60,Kobieta,29,48,0
splacona_cz,13,1026,3,200,74,Kobieta,245,48,0
splacona_cz,12,1952.35,2,400,44,Mężczyzna,2,9,0
splacona_cz,11,1400,3,300,43,Kobieta,23,48,4
splacona_cz,13,2612,1,1800,72,Mężczyzna,80,48,0
splacona_cz,13,1170,1,400,61,Kobieta,76,48,0
splacona_cz,11,1077.49,2,300,48,Kobieta,370,48,0
odmowa,12,2187.11,0,600,27,Mężczyzna,30,5,0
splacona_cz,11,2927,1,496.61,38,Kobieta,199,48,0
splacona_cz,12,2500,1,800,57,Mężczyzna,3,0,1
splacona_cz,17,985,3,200,20,Mężczyzna,11,0,0
splacona_cz,11,2258,3,1000,42,Mężczyzna,73,48,0
splacona_cz,13,1090.14,2,400,61,Kobieta,73,48,0
splacona_cz,11,1680,3,649.84,57,Kobieta,68,48,0
splacona_cz,11,1700,3,238.78,53,Kobieta,203,48,0
splacona_cz,13,1072,3,500,69,Kobieta,151,48,5
splacona_cz,13,729.03,3,300,70,Kobieta,255,48,0
odmowa,16,1124,0,500,69,Kobieta,135,48,0
splacona_cz,16,1389,2,200,63,Kobieta,89,48,0
splacona_cz,13,1291.18,3,381.29,70,Kobieta,77,48,0
splacona_cz,16,763.38,2,200,57,Mężczyzna,209,48,0
splacona_cz,13,1370,2,900,59,Kobieta,74,48,11
odmowa,12,1700,0,900,19,Mężczyzna,4,8,0
splacona,11,2080,3,500,53,Mężczyzna,316,48,15
splacona_cz,98,3000,0,1500,57,Mężczyzna,67,48,6
splacona_cz,11,3000,3,300,60,Mężczyzna,210,48,0
splacona_cz,11,1373.34,0,200,30,Kobieta,56,48,0
splacona_cz,17,1200,3,200,25,Kobieta,163,17,1
splacona,16,685,1,300,52,Kobieta,39,48,0
splacona_cz,13,850,2,400,66,Kobieta,65,48,1
splacona_cz,12,1700,3,400,54,Kobieta,53,0,0
splacona,17,990,3,500,50,Kobieta,70,15,13
splacona_cz,11,2400,2,600,35,Kobieta,111,48,6
windykacja,12,1030,0,296.54,34,Mężczyzna,3,20,0
splacona_cz,11,1900,2,903.23,36,Kobieta,177,48,3
splacona_cz,16,1600,1,500,67,Mężczyzna,10,48,0
splacona_cz,12,1447,3,500,29,Kobieta,20,4,4
splacona_cz,13,810,3,300,60,Kobieta,31,48,4
splacona_cz,11,2368.57,1,400,54,Kobieta,408,48,6
splacona,11,1500,0,378,27,Kobieta,22,48,9
splacona_cz,12,1375.47,0,300,45,Mężczyzna,5,3,0
splacona,11,4900,1,500,50,Kobieta,9,48,0
splacona,13,1017,3,200,68,Kobieta,159,48,0
splacona,16,588,3,600,55,Mężczyzna,420,48,0
windykacja,12,1136.86,1,200,28,Mężczyzna,10,14,0
splacona_cz,13,910,3,200,66,Kobieta,68,48,0
odmowa,98,600,0,200,29,Kobieta,3,48,0
splacona_cz,12,1634,1,300,22,Kobieta,10,0,3
splacona,11,2500,2,900,47,Mężczyzna,202,48,11
odmowa,16,1076.83,0,200,78,Kobieta,135,48,0
splacona_cz,13,1216,3,200,66,Kobieta,139,48,0
splacona_cz,13,1280,3,400,61,Kobieta,15,48,0
splacona_cz,11,1300,0,600,54,Kobieta,66,48,8
splacona_cz,11,2700,3,450,31,Mężczyzna,13,48,18
splacona,13,1400,2,500,59,Kobieta,52,48,1
splacona_cz,11,2050,3,575.74,32,Mężczyzna,116,48,7
splacona_cz,16,1770,3,500,58,Mężczyzna,87,48,0
splacona_cz,12,1865,0,300,31,Kobieta,18,3,3
splacona,11,1888.27,2,382.44,29,Mężczyzna,75,48,16
splacona_cz,12,1000,0,300,50,Mężczyzna,41,21,0
splacona_cz,11,1721.7,3,385.97,54,Kobieta,118,48,1
splacona_cz,13,1872,3,700,58,Kobieta,33,48,3
splacona_cz,11,2709.34,3,330.68,35,Kobieta,179,48,0
splacona_cz,13,1015,3,400,64,Kobieta,107,48,2
splacona_cz,12,984.34,2,200,53,Kobieta,16,4,0
splacona_cz,13,1239.98,0,300,78,Kobieta,253,48,0
splacona_cz,13,1200.29,0,400,62,Kobieta,20,48,0
odmowa,11,1183,0,500,39,Kobieta,15,48,0
splacona,13,2113.24,2,200,64,Kobieta,59,48,0
splacona_cz,11,2700,3,600,30,Mężczyzna,62,48,0
splacona,13,1454.91,2,400,58,Kobieta,40,48,0
splacona_cz,13,907,1,200,70,Kobieta,232,48,1
windykacja_sp,13,1457,2,300,73,Mężczyzna,77,48,293
splacona,11,1300,0,400,53,Kobieta,32,48,12
splacona_cz,12,1963.88,2,400,44,Mężczyzna,4,1,0
splacona_cz,11,1800,3,500,49,Kobieta,51,48,2
odmowa,12,1356,0,500,53,Kobieta,84,4,0
splacona_cz,11,1906.42,1,281.29,60,Kobieta,210,48,0
odmowa,11,1300,0,300,24,Kobieta,21,48,0
splacona_cz,13,1900,3,500,56,Mężczyzna,148,48,0
splacona_cz,13,1050,3,600,61,Kobieta,137,48,0
splacona_cz,98,4000,3,498.26,35,Kobieta,17,48,2
splacona_cz,13,1820,3,900,61,Kobieta,67,48,1
windykacja_sp,99,645.31,0,300,43,Kobieta,9,3,418
splacona,13,1399.99,1,300,61,Kobieta,13,48,1
splacona,13,1085,3,400,67,Kobieta,164,48,0
splacona_cz,11,1730.13,1,400,56,Kobieta,191,48,0
splacona,13,1650,0,300,59,Kobieta,113,48,0
odmowa,12,1457,0,300,35,Mężczyzna,5,2,0
splacona,11,1500,2,200,57,Mężczyzna,393,48,294
splacona,11,1660,0,300,63,Mężczyzna,48,48,6
splacona_cz,13,722.05,2,200,71,Kobieta,195,48,0
splacona,11,2050,1,799.85,33,Kobieta,27,48,11
windykacja_sp,12,988,0,200,54,Mężczyzna,7,5,271
splacona_cz,12,1100,0,200,26,Mężczyzna,31,28,0
splacona_cz,11,1443,3,600,43,Kobieta,32,48,1
splacona_cz,17,728,3,200,27,Mężczyzna,98,32,0
splacona_cz,11,2100,0,300,54,Mężczyzna,36,48,3
splacona,13,1503,2,400,61,Mężczyzna,164,48,13
splacona_cz,13,1362,3,500,61,Kobieta,54,48,7
splacona_cz,13,1244.77,3,300,58,Kobieta,37,48,1
splacona_cz,11,932.34,3,200,51,Kobieta,393,48,0
splacona_cz,11,901,2,300,28,Kobieta,38,48,0
splacona_cz,17,1100,1,200,56,Kobieta,25,8,0
splacona,13,3040,3,667.26,65,Mężczyzna,199,48,11
splacona_cz,11,2700,3,500,37,Kobieta,119,48,0
splacona_cz,11,3100,3,500,32,Kobieta,119,48,0
windykacja,11,3217,1,299.97,44,Mężczyzna,268,48,0
splacona,13,1125,1,300,65,Kobieta,123,48,0
splacona_cz,13,2110,3,300,66,Mężczyzna,99,48,0
splacona_cz,13,865,3,300,70,Kobieta,126,48,3
splacona_cz,12,1300,2,300,26,Kobieta,6,6,0
splacona_cz,16,1362,3,400,53,Kobieta,27,48,0
splacona_cz,12,1500,2,300,22,Kobieta,2,0,0
splacona_cz,13,1668,3,392.14,63,Kobieta,89,48,2
splacona_cz,11,983.97,1,200,57,Kobieta,76,48,4
splacona_cz,12,980,3,200,31,Kobieta,8,2,3
splacona_cz,11,1700,2,500,36,Kobieta,195,48,3
windykacja_sp,13,2015.55,1,600,69,Mężczyzna,109,48,429
splacona,13,1217,0,200,65,Mężczyzna,49,48,0
splacona,13,819,1,200,57,Mężczyzna,55,48,0
windykacja,16,650.77,0,200,64,Mężczyzna,46,48,0
splacona_cz,12,2673.17,3,600,51,Mężczyzna,110,48,13
splacona_cz,13,1107,1,231.29,60,Kobieta,13,48,2
splacona_cz,13,2291,0,1000,69,Kobieta,69,48,9
splacona,13,1400,3,600,59,Kobieta,244,48,0
splacona_cz,16,634.64,2,300,57,Kobieta,134,48,2
splacona_cz,98,911,3,300,46,Kobieta,96,48,2
splacona_cz,11,992.84,3,300,49,Kobieta,119,48,3
splacona_cz,11,1000,3,300,30,Mężczyzna,55,48,2
splacona_cz,13,2000,3,450,68,Mężczyzna,43,48,5
splacona,13,1180,0,300,74,Mężczyzna,138,48,0
windykacja_sp,13,1175,1,400,65,Kobieta,113,48,276
splacona_cz,11,2100,2,500,60,Mężczyzna,185,48,1
splacona,12,1382,2,200,37,Kobieta,19,4,0
splacona_cz,16,1072.89,3,300,55,Kobieta,120,48,0
splacona,11,1037.34,3,200,41,Kobieta,60,48,23
splacona_cz,98,2200,3,300,47,Kobieta,23,48,0
odmowa,11,1896.86,0,500,56,Mężczyzna,136,48,0
splacona_cz,11,1493.98,2,200,47,Kobieta,359,48,0
windykacja,13,1062,0,400,66,Kobieta,160,48,0
splacona_cz,11,2670,3,1000,60,Kobieta,86,48,11
splacona_cz,99,1100,0,200,53,Kobieta,50,0,0
splacona_cz,13,1500,3,376.37,61,Mężczyzna,21,48,1
windykacja,13,3100,0,600,64,Mężczyzna,136,48,0
odmowa,98,690,0,200,21,Mężczyzna,6,48,0
splacona_cz,11,1344.9,2,246.83,45,Kobieta,44,48,7
odmowa,98,583,0,300,58,Mężczyzna,111,48,0
splacona_cz,16,1045,2,200,50,Mężczyzna,197,48,0
splacona_cz,13,720,0,500,58,Kobieta,230,48,2
splacona,13,1016,1,250,70,Kobieta,187,48,0
splacona_cz,12,1032.34,3,200,31,Kobieta,3,8,6
splacona_cz,11,967.64,2,200,48,Kobieta,317,48,2
splacona,11,1800,2,600,39,Kobieta,50,48,13
splacona_cz,13,580,3,800,56,Kobieta,117,48,3
odmowa,12,1224,0,400,18,Mężczyzna,3,1,0
odmowa,11,3619,0,300,37,Mężczyzna,39,48,0
odmowa,16,436,0,200,23,Kobieta,12,48,0
splacona_cz,12,1032,3,296.54,46,Kobieta,36,4,1
splacona_cz,11,1577.42,0,400,50,Kobieta,203,48,3
splacona_cz,16,1411,0,400,60,Kobieta,64,48,5
splacona_cz,11,1460.17,0,200,55,Mężczyzna,59,48,1
splacona_cz,11,2250.05,1,500,61,Mężczyzna,174,48,11
splacona_cz,13,2066,3,700,61,Kobieta,127,48,2
splacona_cz,11,3200,3,600,51,Kobieta,52,48,2
splacona_cz,13,1658,3,300,59,Kobieta,27,48,4
splacona_cz,11,1400,3,300,52,Kobieta,159,48,0
splacona_cz,11,980.11,0,400,34,Kobieta,43,48,0
splacona_cz,13,1900,3,500,62,Kobieta,86,48,1
splacona_cz,16,980,3,400,68,Kobieta,129,48,1
odmowa,12,1138,0,300,24,Mężczyzna,0,24,0
splacona_cz,12,1540,0,600,33,Kobieta,37,2,0
splacona_cz,12,1100,3,235.97,65,Mężczyzna,20,16,7
odmowa,16,2600,0,200,74,Mężczyzna,439,48,0
splacona,11,3335,3,600,56,Mężczyzna,431,48,1
splacona_cz,13,815,0,400,67,Kobieta,142,48,0
splacona_cz,13,1185.33,3,200,71,Kobieta,222,48,4
splacona,12,1210,0,200,52,Mężczyzna,5,4,10
splacona_cz,16,749.28,3,200,53,Kobieta,63,48,0
odmowa,98,583,0,1000,50,Mężczyzna,135,48,0
splacona_cz,13,930,0,670,63,Kobieta,92,48,7
windykacja_sp,16,1528,1,300,58,Mężczyzna,373,48,312
splacona_cz,17,547.89,0,350,56,Kobieta,54,4,6
splacona_cz,13,1426,3,300,71,Mężczyzna,75,48,0
splacona,13,1031,1,200,66,Kobieta,119,48,0
splacona_cz,13,840,1,400,64,Kobieta,111,48,7
splacona_cz,12,670,3,300,45,Mężczyzna,7,4,1
splacona_cz,13,3700,3,800,62,Kobieta,25,48,0
splacona_cz,13,1100,0,300,63,Kobieta,103,48,0
splacona_cz,16,1473.04,0,400,65,Mężczyzna,164,48,0
splacona_cz,13,1519,0,350,78,Mężczyzna,253,48,0
splacona_cz,12,599.03,2,200,37,Kobieta,18,0,2
splacona_cz,98,980,2,200,56,Kobieta,9,48,0
splacona_cz,13,1026,3,200,74,Kobieta,246,48,2
splacona_cz,13,975,3,218.32,61,Kobieta,26,48,3
splacona_cz,11,2947,3,393.99,59,Mężczyzna,52,48,0
odmowa,11,3200,0,1000,26,Mężczyzna,3,48,0
splacona,11,1900,3,694,38,Kobieta,207,48,12
splacona_cz,13,2100,0,300,72,Kobieta,159,48,0
splacona_cz,12,1500,0,800,35,Mężczyzna,32,3,4
splacona,16,1151,0,300,66,Mężczyzna,360,48,0
splacona_cz,11,1770,3,277.34,39,Kobieta,86,48,0
splacona_cz,13,1977,1,700,61,Kobieta,54,48,3
splacona_cz,13,1287.66,2,200,63,Mężczyzna,95,48,0
splacona_cz,11,900,3,300,46,Kobieta,92,48,0
odmowa,11,2251.79,0,500,56,Kobieta,254,48,0
splacona_cz,13,960,3,300,73,Mężczyzna,139,48,1
odmowa,13,1413,0,400,75,Kobieta,164,48,0
windykacja,12,1800,0,300,27,Mężczyzna,34,27,0
splacona,13,1083.23,1,200,58,Kobieta,96,48,0
splacona_cz,13,3440,3,800,55,Kobieta,50,48,1
splacona,98,3178,3,427.09,43,Mężczyzna,200,48,11
splacona_cz,13,1772.53,0,400,71,Mężczyzna,279,48,0
splacona_cz,13,803.86,3,200,68,Kobieta,157,48,0
splacona_cz,13,1026,3,300,60,Kobieta,54,48,23
splacona,13,1014,1,297.69,63,Kobieta,182,48,11
splacona,13,1193.65,2,400,63,Mężczyzna,8,48,0
splacona_cz,98,1200,3,285.97,38,Kobieta,45,48,0
splacona_cz,12,1000,3,328.32,50,Kobieta,31,3,0
splacona_cz,12,1000,3,328,60,Mężczyzna,11,3,0
splacona_cz,11,1400,3,200,54,Kobieta,116,48,0
windykacja,12,1286,0,200,18,Mężczyzna,1,1,0
splacona_cz,12,1300,3,600,29,Mężczyzna,26,15,4
splacona_cz,17,798.8,3,300,54,Mężczyzna,148,2,4
splacona_cz,13,917,1,300,63,Kobieta,75,48,2
splacona,11,1087,2,377.69,40,Kobieta,237,48,18
splacona_cz,11,2470,0,500,38,Mężczyzna,65,48,3
splacona,13,1538,3,200,63,Mężczyzna,100,48,8
splacona_cz,11,1300,3,300,39,Mężczyzna,44,48,0
splacona_cz,13,1635,3,200,60,Kobieta,119,48,1
splacona_cz,99,2290.55,0,300,42,Kobieta,17,3,0
odmowa,11,1386,0,600,41,Mężczyzna,16,48,0
splacona,13,1167.94,0,200,79,Kobieta,368,48,0
